,klimaRetires_id,klimaRetires_timestamp,klimaRetires_amount,klimaRetires_beneficiary,klimaRetires_beneficiaryAddress,klimaRetires_certificateTokenID,klimaRetires_feeAmount,klimaRetires_index,klimaRetires_pool,klimaRetires_retirementMessage,klimaRetires_token,klimaRetires_retiringAddress,klimaRetires_specific
354,16506458980xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650645898,1.6489103970493508,callmechelsea.klima,0x81ce59c492e69f1c2fdfbb4bc3b14a6f5eba546b,,0.01648910397049351,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
355,16506467720xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650646772,1.6490192238511703,rbayon.klima,0x6bc04e10e6a0ba9e79fa53e5310257f64d689f87,,0.016490192238511704,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,Earth: the OG domain now has a name server - via www.kns.earth,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
356,16506471100xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650647110,1.6490519129113965,shimond.klima,0x58d281b03fe7b4670d2b35b4fde03d7ddf2d069a,,0.016490519129113965,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
357,16506476340xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650647634,1.6490763577034278,earth.klima,0x59d524e44ef856fd7b0ddd1f2f524401f78b97a5,,0.01649076357703428,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
358,16506477620xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650647762,1.6490745870334924,sodiumstar.klima,0x3cc04875e98edf01065a4b27e00bcfeddb76cba8,,0.016490745870334923,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
359,16506477620xd6ed6fae5b6535cae8d92f40f5ff653db807a4ea,1650647762,0.4,Conley Family,0x12b2398405f49dec00d7ceef9c0925e6fc96c51f,,0.004,0,0x2b3ecb0991af0498ece9135bcd04013d7993110c,"Earth Day 2022! Conley Family offset for trip from Mettmann, Germany to Blaricum, Netherlands! This one is for our legacy and just the beginning!

Happy Earth Day All!",UBO,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
360,16506479000xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650647900,1.6490728163664101,blockchain.klima,0x59d524e44ef856fd7b0ddd1f2f524401f78b97a5,,0.016490728163664103,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
361,16506481140xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648114,1.6492288008241152,0xymoron.klima,0x2d37ed42a638e2df35532fdc060c28f22fe1e2de,,0.01649228800824115,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
362,16506481680xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648168,1.6492270299087803,tesla.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.016492270299087803,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
363,16506482540xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648254,1.6492212480989563,alex.klima,0x62d3c6c91b08419685fd9c0634b289531f9bb87f,,0.016492212480989563,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
364,16506482700xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648270,1.6492194771958113,elonmusk.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.016492194771958114,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
365,16506483260xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648326,1.64921770629552,apple.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.0164921770629552,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
366,16506484180xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648418,1.6492159353980824,phaedrus.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.016492159353980823,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
367,16506484680xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648468,1.4430626710235237,m-j-r.klima,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,,0.014430626710235237,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,for frodo - via www.kns.earth,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
368,16506485040xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648504,1.6492126149728852,mook.klima,0xa636319bafec2b5fb5410e4bd84fb03b778e29c8,,0.01649212614972885,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
369,16506486400xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648640,1.649314199107895,blockchainleaks.klima,0xfa93c9a95727268b88ff77b5396ed3b8b59a1ba1,,0.01649314199107895,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
370,16506488280xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648828,1.6493124280551261,chicocrypto.klima,0x59d524e44ef856fd7b0ddd1f2f524401f78b97a5,,0.01649312428055126,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
371,16506488440xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648844,1.6493106570052112,z33.klima,0x40e0e4f180acecf9909965aa5bdf24bb04ef3ff5,,0.016493106570052114,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
372,16506488480xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650648848,1.4431455523150303,ethereum.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014431455523150304,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
373,16506490700xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649070,1.4431441963586977,climate.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014431441963586977,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
374,16506493240xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649324,1.443142840404277,bitcoin.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014431428404042771,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
375,16506494180xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649418,1.649304236972614,greenfund.klima,0xa53a13a80d72a855481de5211e7654fabdfe3526,,0.01649304236972614,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
376,16506494380xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649438,1.4431399347942935,wallet.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014431399347942934,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
377,16506495260xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649526,1.443138578845882,eth.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014431385788458819,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
378,16506498460xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649846,1.4430802748720633,carbon.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014430802748720632,5,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
379,16506499060xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650649906,1.443078919007776,crypto.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.01443078919007776,6,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
380,16506500420xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650650042,1.4430775631454007,ether.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014430775631454005,7,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
381,16506502800xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650650280,1.6492296345130633,jjd2022.klima,0xfeefc5a640f77807467697c00e810daf9b4acbf7,,0.016492296345130632,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
382,16506504580xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650650458,7.0,Etherspot,0xc2fadfc3da92bf5c3f14a6c7bf670fd9791ddcfd,,0.07,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,Earthday 2022!,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
383,16506506300xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650650630,1.4430746577326563,:).klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.014430746577326563,8,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
384,16506507460xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650650746,1.6492263140467864,meta.klima,0xf211d1166b9a07109174372fa2471e211ce7286f,,0.016492263140467863,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
385,16506510590xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650651059,1.6492245431356445,fysp.klima,0xb0180d75d1d5eb2081e43f7905a2004266b4f263,,0.016492245431356443,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
386,16506511610xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650651161,1.4430702027835889,nft.klima,0x362627a677a0a82261bfc3cc6c2df30f032c29c0,,0.01443070202783589,9,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
387,16506516110xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650651611,1.6509671047323458,refi.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.016509671047323458,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
388,16506519590xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650651959,1.6510561527792045,moss.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.016510561527792046,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
389,16506523910xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650652391,1.6510543789214596,mcuban.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.016510543789214596,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
390,16506530810xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650653081,1.651463366797758,co2.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.01651463366797758,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
391,16506533570xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650653357,1.6515188999573955,defy.klima,0x77399b58d3c0748ee3eeb3ab3840b44ebdb39aca,,0.016515188999573955,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
392,16506533910xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650653391,1.651517125354233,metaverse.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.016515171253542328,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
393,16506534770xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650653477,1.6524746632385179,google.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.01652474663238518,5,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
394,16506536690xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650653669,1.6524728870954186,prince.klima,0x70217aaa1afe8d34b165c67791df8f25144688cf,,0.016524728870954186,6,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
395,16506542530xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650654253,1.6524711109551846,heystein.klima,0xd70dcb25a86c619e269853f8edb699b6f40e3158,,0.016524711109551844,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,Happy Earth Day! - via www.kns.earth,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
396,16506558870xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650655887,1.6524693348178154,goldmixer.klima,0xb0ce77b18b8663baa0d6be63b7c5ee0bdf933001,,0.016524693348178156,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
397,16506559890xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650655989,1.6524675586833115,robby.klima,0x9ea0d7cbbddb703932f2daa6d72c6fc205d665a2,,0.016524675586833116,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,Walk as if you are kissing the earth with your feet. - via www.kns.earth,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
398,16506560110xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650656011,1.6524657825516724,youonlylivetwice.klima,0xb0ce77b18b8663baa0d6be63b7c5ee0bdf933001,,0.016524657825516723,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
399,16506579620xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650657962,1.6527027676482875,gabriel.klima,0x5da80aba9290dc32ce1476ee5d3f322021dd95e3,,0.016527027676482876,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
400,16506614910xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650661491,1.657834877842218,karin.klima,0x243d56b002b7abd4d0cc445f9905de5a4e0df510,,0.01657834877842218,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
401,16506624950xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650662495,1.6578330930544358,amazon.klima,0x043b2116f729e188668810d8ae0f86eb1152ae4f,,0.01657833093054436,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
402,16506652670xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650665267,1.6580744384645125,defi.klima,0x12ae1783dec1af9df875487bec51ee980645b942,,0.016580744384645126,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
403,16506718100xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650671810,1.6616871956208015,welt.klima,0x6ef543d0cce1171f696f82cb6f698133037d5b32,,0.016616871956208014,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
404,16506721400xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650672140,1.661685404611561,dgoverde.klima,0x0ed7e4cf55c47e5f3628187db81b45ce5f476615,,0.016616854046115608,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
405,16506762080xaa7dbd1598251f856c12f63557a4c4397c253cea,1650676208,4.5,,0xca8c4616ddbf265335c7cb0998b7101b4d67b32c,,0.045,0,0xaa7dbd1598251f856c12f63557a4c4397c253cea,"Air Travel. 
Happy Earth Day, Mom <3",MCO2,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
406,16506771180xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650677118,1.6616836136052173,reg.klima,0x1687b7cae1e174997107c03fe25b922a8f8a8a7c,,0.016616836136052172,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
407,16506771820xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650677182,1.6616818226017709,quantum.klima,0x1687b7cae1e174997107c03fe25b922a8f8a8a7c,,0.016616818226017707,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
408,16506788060xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650678806,1.6615860081392415,999.klima,0x1047a675c545b02d4e116658fbab2546c3430f58,,0.016615860081392413,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
409,16506838760xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650683876,1.661585451003054,farmer.klima,0x48d7e9b143a3cee16416f6665c5a635fa052a25e,,0.01661585451003054,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Happy Earth Day (🌳,🌳) - via www.kns.earth",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
410,16506905400xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650690540,7.0,Julien Brousseau,0x2923be587904f3034ffab36c86c495df3c21bc97,,0.07,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,May flights (IN+US) 3.3*2 (BCT low quality) =7 tonnes,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
411,16506913860xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650691386,1.452476432333196,pencil.klima,0xb2a90bb32aef39176e1559c7becfa1f1fe92b545,,0.014524764323331961,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
412,16506994900xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650699490,1.6584553599032301,carbonlocks.klima,0xf251ca37a80200f7afeff398da0338f4c1f01249,,0.0165845535990323,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,carbonlocks.xyz are bling! Vox wearable NFTs for the metaverse show you care IRL #CryptoVoxels - via www.kns.earth,BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
413,16507076310xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650707631,1.6582956649519056,aka_kwak.klima,0x664dc3b1f15c9917567292bfb2c4bb8b1d350374,,0.016582956649519056,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
414,16507175580xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650717558,1.65830000781893,pawn.klima,0xe71e8574494ea5da0217676f3a49e0112a50590b,,0.016583000078189303,0,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
415,16507180620xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650718062,1.4510409936288837,shell.klima,0xe71e8574494ea5da0217676f3a49e0112a50590b,,0.014510409936288838,1,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
416,16507232900xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650723290,1.6585415226702376,grimes.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.01658541522670238,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
417,16507234140xb139c4cc9d20a3618e9a2268d73eff18c496b991,1650723414,1.6585670181209842,wagmi.klima,0xa2398c0c15e1465fbff66e9eb4fd6297c132653e,,0.01658567018120984,5,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"Climate Action can become the ONLY option and it starts with YOU. KNS Domains helps you go green, stay green and socially represent green. Visit www.kns.earth for more info.",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
